id,created_by,created_date,modified_by,modified_date,active_from,active_to,product_variant_name,product_variant_code,product_tag,product_type,underlying_product_variant,attribute_list,asset_class,analysis_code_1,analysis_code_2,legal_entity,is_active_flag,business_units,irrbb_classification,z_spread_calculation,configuration_date,weekend_definition
24,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,FXBOND-COR,Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""44"":"""",""45"":"""",""46"":"""",""51"":"""",""52"":"""",""53"":"""",""54"":"""",""55"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""74"":"""",""75"":"""",""76"":"""",""98"":"""",""99"":"""",""101"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
25,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,FLTBOND-COR,Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""27"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""32"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""44"":"""",""45"":"""",""46"":"""",""53"":"""",""54"":"""",""55"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""65"":"""",""82"":"""",""84"":"""",""101"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
26,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,FXDCOD,Borrowing,Liability,-,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""9"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""20"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""31"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""41"":"""",""45"":"""",""52"":"""",""53"":""""}",None,-,-,ABC Ltd,None,Retail,Amenable,None,30-11-2020,None
27,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,FRA,Derivative,OBS,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""19"":"""",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""27"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""45"":"""",""46"":"""",""47"":"""",""48"":"""",""49"":"""",""50"":"""",""51"":"""",""52"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""65"":"""",""83"":"""",""84"":"""",""87"":"""",""93"":"""",""101"":"""",""102"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
67,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,CDF-A,Investment,Asset,None,"{""2"":"""",""4"":"""",""9"":"""",""13"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,22-12-2021,None
68,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,IBC,Other,Liability,None,"{""3"":"""",""13"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Finance,Amenable,None,22-12-2021,None
28,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,STRIP-COR,Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""45"":"""",""46"":"""",""47"":"""",""51"":"""",""52"":"""",""53"":"""",""54"":"""",""55"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""82"":"""",""101"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
29,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,IRF,Derivative,OBS,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""19"":"""",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""27"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""41"":"""",""44"":"""",""45"":"""",""46"":"""",""47"":"""",""48"":"""",""49"":"""",""50"":"""",""51"":"""",""52"":"""",""53"":"""",""56"":"""",""59"":"""",""64"":"""",""65"":"""",""82"":"""",""83"":"""",""84"":"""",""87"":"""",""98"":"""",""101"":"""",""102"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
30,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,IRS-Fixed,Derivative,OBS,-,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""20"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""31"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""41"":"""",""45"":"""",""52"":"""",""53"":"""",""98"":""""}",None,-,-,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
31,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,CCS,Derivative,OBS,-,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""19"":"""",""20"":"""",""22"":"""",""24"":"""",""25"":"""",""26"":"""",""27"":"""",""28"":"""",""29"":"""",""30"":"""",""36"":"""",""37"":"""",""52"":"""",""59"":"""",""60"":"""",""79"":"""",""82"":"""",""98"":""""}",None,-,-,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
32,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,INVITs,Non Maturing Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""30"":"""",""31"":"""",""32"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""41"":"""",""45"":"""",""46"":"""",""56"":"""",""59"":"""",""101"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Finance,Amenable,None,30-11-2020,None
33,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,REALEST,Alternative Investment,Asset,None,{},None,None,None,ABC Ltd,None,Finance,Amenable,None,30-11-2020,None
34,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,MF,Non Maturing Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""30"":"""",""31"":"""",""32"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""41"":"""",""45"":"""",""46"":"""",""56"":"""",""59"":"""",""101"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Finance,Amenable,None,30-11-2020,None
35,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,EQTY,Non Maturing Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""30"":"""",""31"":"""",""32"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""41"":"""",""45"":"""",""46"":"""",""56"":"""",""59"":"""",""101"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Finance,Amenable,None,30-11-2020,None
36,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,SEC_FUND,Secured Funding,Liability,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""27"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""43"":"""",""44"":"""",""45"":"""",""46"":"""",""54"":"""",""55"":"""",""56"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""62"":"""",""63"":"""",""64"":"""",""74"":"""",""75"":"""",""76"":"""",""80"":"""",""88"":"""",""98"":"""",""99"":"""",""103"":"""",""104"":""""}",None,None,None,ABC Ltd,None,Wholesale,Amenable,None,30-11-2020,None
37,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,SEC_LEND,Secured Lending,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""27"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""43"":"""",""44"":"""",""45"":"""",""46"":"""",""54"":"""",""55"":"""",""56"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""62"":"""",""63"":"""",""64"":"""",""74"":"""",""75"":"""",""76"":"""",""80"":"""",""88"":"""",""98"":"""",""99"":"""",""103"":"""",""104"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
38,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,LC,LCBG,OBS,-,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""30"":"""",""31"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""41"":"""",""45"":"""",""52"":"""",""56"":"""",""59"":"""",""60"":"""",""80"":"""",""82"":"""",""98"":""""}",None,-,-,ABC Ltd,None,Wholesale,Non-Amenable,None,30-11-2020,None
39,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,BG,LCBG,OBS,-,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""30"":"""",""31"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""41"":"""",""45"":"""",""52"":"""",""56"":"""",""59"":"""",""60"":"""",""80"":"""",""82"":"""",""98"":""""}",None,-,-,ABC Ltd,None,Wholesale,Non-Amenable,None,30-11-2020,None
40,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,CP-Asset,Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""9"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""32"":"""",""33"":"""",""34"":"""",""35"":"""",""45"":"""",""52"":"""",""53"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
41,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,CP-Liability,Borrowing,Liability,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""9"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""33"":"""",""34"":"""",""35"":"""",""45"":"""",""52"":"""",""53"":""""}",None,None,None,ABC Ltd,None,Wholesale,Amenable,None,30-11-2020,None
42,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,ADVINP,Payable,Liability,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""10"":"""",""12"":"""",""13"":"""",""26"":"""",""59"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Wholesale,Amenable,None,30-11-2020,None
43,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,AOL,Alternative Investment,Asset,None,"{""59"":""""}",None,None,None,ABC Ltd,None,Finance,Amenable,None,30-11-2020,None
44,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,NCD,Borrowing,Liability,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""21"":"""",""22"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""30"":"""",""31"":"""",""32"":"""",""33"":"""",""35"":"""",""36"":"""",""37"":"""",""39"":"""",""40"":"""",""41"":"""",""82"":"""",""98"":"""",""99"":""""}",None,None,None,ABC Ltd,None,Wholesale,Amenable,None,30-11-2020,None
69,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,IBC-L,Other,Asset,None,"{""2"":"""",""4"":"""",""13"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Finance,Amenable,None,22-12-2021,None
46,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,OTHBRRW,Borrowing,Liability,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""30"":"""",""31"":"""",""32"":"""",""33"":"""",""35"":"""",""36"":"""",""37"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""72"":"""",""73"":"""",""78"":"""",""79"":"""",""80"":"""",""82"":"""",""84"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Wholesale,Amenable,None,30-11-2020,None
47,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,BDR,Bills,OBS,-,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":""""}",None,-,-,ABC Ltd,None,Finance,Amenable,None,30-11-2020,None
48,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,BCSG,Borrowing,Liability,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""36"":"""",""38"":"""",""43"":"""",""59"":"""",""82"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Wholesale,Amenable,None,30-11-2020,None
49,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,OTHINV,Alternative Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""18"":"""",""26"":"""",""30"":"""",""31"":"""",""32"":"""",""33"":"""",""35"":"""",""36"":"""",""44"":"""",""55"":"""",""56"":"""",""61"":"""",""78"":"""",""79"":"""",""82"":"""",""88"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Finance,Amenable,None,30-11-2020,None
50,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,CSH,Cash,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""10"":"""",""11"":"""",""13"":"""",""56"":"""",""59"":"""",""82"":"""",""88"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Finance,Amenable,None,30-11-2020,None
51,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,OTHOF,Outflow,Liability,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""23"":"""",""26"":"""",""59"":"""",""79"":"""",""82"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
52,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,DA-ST,Deposits-Asset,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""57"":"""",""58"":"""",""59"":"""",""82"":"""",""88"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
53,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,PROV-SA,Provision and Reserves,Liability,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""13"":"""",""23"":"""",""26"":"""",""56"":"""",""59"":"""",""80"":"""",""82"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Finance,Amenable,None,30-11-2020,None
54,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,EQ-CAP,Capital,Liability,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""54"":"""",""55"":"""",""56"":"""",""59"":"""",""82"":"""",""98"":"""",""99"":""""}",None,None,None,ABC Ltd,None,Finance,Amenable,None,30-11-2020,None
55,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,RMTRANS,Other,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""13"":"""",""26"":"""",""56"":"""",""57"":"""",""59"":"""",""79"":"""",""82"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
56,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,GDB,Other,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""11"":"""",""13"":"""",""56"":"""",""59"":"""",""82"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,30-11-2020,None
57,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,INV-RES,Provision and Reserves,Liability,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""56"":"""",""59"":"""",""82"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Finance,Amenable,None,30-11-2020,None
58,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,BILL-P,Payable,Liability,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""6"":"""",""7"":"""",""8"":"""",""12"":"""",""13"":"""",""26"":"""",""56"":"""",""57"":"""",""59"":"""",""64"":"""",""80"":"""",""82"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Finance,Non-Amenable,None,30-11-2020,None
59,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,LOC,Credit Facility-Outflow,OBS,-,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""30"":"""",""31"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""41"":"""",""45"":"""",""52"":"""",""56"":"""",""59"":"""",""60"":"""",""80"":"""",""82"":"""",""98"":""""}",None,-,-,ABC Ltd,None,Finance,Non-Amenable,None,30-11-2020,None
60,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,VCU,Alternative Investment,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""13"":"""",""18"":"""",""26"":"""",""52"":"""",""54"":"""",""55"":"""",""56"":"""",""78"":"""",""79"":"""",""82"":"""",""88"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Finance,Amenable,None,30-11-2020,None
61,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,TLFL,Loans,Asset,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""21"":"""",""22"":"""",""23"":"""",""24"":"""",""25"":"""",""26"":"""",""27"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""32"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""38"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""44"":"""",""45"":"""",""46"":"""",""53"":"""",""54"":"""",""55"":"""",""56"":"""",""57"":"""",""58"":"""",""59"":"""",""60"":"""",""61"":"""",""65"":"""",""82"":"""",""84"":"""",""101"":"""",""103"":""""}",None,None,None,ABC Ltd,None,Retail,Amenable,None,30-11-2020,None
62,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,IRS-Float,Derivative,OBS,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""9"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""20"":"""",""24"":"""",""25"":"""",""26"":"""",""28"":"""",""29"":"""",""30"":"""",""31"":"""",""33"":"""",""34"":"""",""35"":"""",""36"":"""",""37"":"""",""39"":"""",""40"":"""",""41"":"""",""42"":"""",""44"":"""",""45"":"""",""52"":"""",""53"":""""}",None,None,None,ABC Ltd,None,Treasury ,Amenable,None,31-12-2020,None
63,revolutio_admin.antarescentral,18-09-2024 13:54,revolutio_admin.antarescentral,18-09-2024 13:54,18-09-2024 13:54,05-07-2099 00:00,EMI Loans,LCRED-A,Credit Facility,OBS,None,"{""1"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""26"":"""",""30"":"""",""31"":"""",""33"":"""",""52"":"""",""56"":"""",""57"":"""",""59"":"""",""62"":"""",""63"":"""",""80"":"""",""82"":"""",""98"":""""}",None,None,None,ABC Ltd,None,Finance,Amenable,None,03-11-2021,None
